Engagements,Followers at Posting,Type,Description,Month,Weekday,Seconds
295657,35324214,Photo,Join us in wishing @antdavis23 of the @pelicansnba a HAPPY 26th BIRTHDAY! #NBABDAY,March,Monday,40766
656332,35324214,Video,@dbook puts up 17 in the 4th to lead the @suns to victory!,March,Monday,12316
650345,35298222,Video,@easymoneysniper no-looks it to @_alvo_! (??: @nbatv),March,Monday,9618
656344,35298222,Video,@cp3s block seals the @houstonrockets W!,March,Monday,5500
712930,35298222,Video,@klaythompson goes reverse with it! (??: @nbatv),March,Monday,3585
788748,35298222,Video,Wait for it...,March,Monday,743
719507,35298222,Video,@jcollins20_ extends for the impressive SLAM!!,March,Monday,615
323546,35298222,Photo,Congrats to @CP3 of the @HoustonRockets for moving up to 7th on the all-time ASSISTS list! #Rockets,March,Monday,507
712930,35298222,Video,@antdavis23 with the SWAT & SLAM! (??: @nbatv),March,Sunday,83980
664706,35298222,Video,@therea1djones goes WAY ABOVE the rim!,March,Sunday,79279
339877,35298222,Photo,#AirplaneMode,March,Sunday,79004
643778,35298222,Video,@joelembiid off the dribble! #NBAonABC,March,Sunday,78573
699281,35298222,Video,@bensimmons ???? #NBAonABC,March,Sunday,75260
664706,35298222,Video,@dwyanewades in his bag today!,March,Sunday,73863
664706,35298222,Video,@laurimarkkanen wanted that one!,March,Sunday,61346
673466,35298222,Video,@kellyoubrejr takes it STRONG for the @suns!,March,Sunday,19175
719507,35298222,Video,Derrick Rose fades for the clutch OT bucket for the @timberwolves!,March,Sunday,15457
598726,35298222,Video,@bosnianbeast27 & @moe_harkless throw down consecutive SLAMS for the @trailblazers!,March,Sunday,15147
848476,35298222,Video,@kyrieirving pulling out the tricks for the @celtics! #NBAonABC,March,Sunday,13311
471428,35298222,Photo,@kingjames notches his 7th triple-double of the season for the @lakers with 25p/11a/10r early in the 4th. #TripleDoubleAlert,March,Sunday,12874
719507,35298222,Video,You gotta box out @milesbridges!,March,Sunday,12735
1010320,35298222,Video,?? @kyrieirving in transition ?? #NBAonABC,March,Sunday,11758
656344,35298222,Video,"@traeyoung records the first triple-double by a rookie in @atlhawks franchise history with 23 points, 11 assists and 10 rebounds.",March,Sunday,10925
719507,35298222,Video,Derrick Rose crosses into the scoop for the @timberwolves!,March,Sunday,10841
857335,35298222,Video,@kingjames throws down a pair of slams off @rajonrondo dimes! #NBAonABC,March,Sunday,7405
719507,35298222,Video,@karltowns extends!!,March,Sunday,6163
719507,35298222,Video,@youngamechanger with the impressive trick shot!,March,Sunday,5666
704998,35276876,Video,"The @celtics move the ball to find the open man! #NBABreakdown
...
??: CELTICS/LAKERS
?: 8:30pm/et
??: #NBAonABC",March,Saturday,84587
766590,35276876,Video,"LeBrons historic bucket, as heard around the world! ...
??: CELTICS/LAKERS
?: 8:30pm/et
??: #NBAonABC",March,Saturday,75982
418487,35276876,Photo,Tonights Saturday #NBAonABC Primetime features @celtics/@lakers... who ya got?,March,Saturday,67253
398411,35276876,Photo,???? 1505 games played... the third most in @nbahistory! ????,March,Saturday,32345
431438,35276876,Album,18 teams in action... nine winners Friday night!,March,Saturday,24172
769772,35276876,Video,@klaythompson puts up 39 (including 9 threes) in his return to action for the @warriors!,March,Saturday,23854
673478,35276876,Video,@dulenader2 punches it home for the @okcthunder!,March,Saturday,20632
843851,35276876,Video,The @warriors finish the first half 11/11 on ESPN!,March,Saturday,18569
665854,35276876,Video,@boogiecousins steal sets up the @easymoneysniper SLAM! (??: ESPN),March,Saturday,14517
316911,35276876,Photo,@kyle_lowry7 notches his second triple-double of the season for the @raptors with 13p/12a/11r! #TripleDoubleAlert,March,Saturday,13347
672456,35276876,Video,@jharden13 sets up @ccapela15 with the jump assist!,March,Saturday,12704
618004,35276876,Video,@laclippers assistant coach @natalienakase prepares the team for tonights action! #InternationalWomensDay,March,Saturday,10623
723159,35276876,Video,@stephencurry30 feeling BOUNCY!,March,Saturday,9509
800725,35276876,Video,@jharden13 gets into the lane to beat the buzzer! (??: ESPN),March,Saturday,8523
671996,35276876,Video,@_cd13 with the MAILMAN tribute SLAM!,March,Saturday,7191
665854,35276876,Video,@bensimmons block sets up the @tobiasharris SLAM! (??: ESPN),March,Saturday,5631
316911,35276876,Photo,Congrats to @swish41 of the @dallasmavs for moving up to 3rd on the all-time GAMES PLAYED list! #MFFL,March,Saturday,2514
520824,35254508,Video,Whos one woman that inspires you and why @iisuperwomanii sits down with @blakegriffin23 and @damianlillard! #InternationalWomensDay,March,Friday,70848
332859,35254508,Album,The STAT LEADERS among #NBARooks ahead of tonights action!,March,Friday,66419
302502,35254508,Photo,"With @damianlillards 51 last night, 10 players have scored 50 in a game this season, which matches the NBA single-season record!",March,Friday,62697
629007,35254508,Video,@damianlillard puts up a season-high 51 for the @trailblazers!,March,Friday,26256
324054,35254508,Album,The @bucks and @okcthunder each prevail in Thursdays action!,March,Friday,24472
629007,35254508,Video,@fergski23s block sets up @russwest44 in transition late!,March,Friday,23798
398682,35254508,Photo,0??x0??,March,Friday,21759
613015,35254508,Video,@giannis_an34 continues to get it done on both ends for the @bucks!,March,Friday,12690
665866,35254508,Video,@t.snell_ gets into the lane off the dribble! (??: @nbaontnt),March,Friday,12067
672008,35254508,Video,Can you name all 50 states in 30 seconds like @sterlingbrown23??,March,Friday,11496
665866,35254508,Video,@giannis_an34 on both ends! (??: @nbaontnt),March,Friday,7778
340656,35254508,Photo,"Its been a career year for @ygtrece across the board! ...
??: THUNDER/BLAZERS
?: 10:30pm/et
??: @nbaontnt",March,Friday,4835
516610,35254508,Video,"Ahead of tonights @trailblazers action (10:30pm/et @nbaontnt), we showcase @damianlillards handles!",March,Thursday,86343
745289,35230365,Video,3??2??1??... the BEST PLAYS by the #MTNDEWICERisingStars in February!,March,Thursday,69703
416721,35230365,Album,The gamers!,March,Thursday,26147
689552,35230365,Video,Will Barton protects the rim for the @nuggets!,March,Thursday,21240
1010172,35230365,Video,"@kingjames with the left, plus the foul! (??: ESPN)",March,Thursday,20162
629018,35230365,Video,@gordonhayward fades for the clutch @celtics bucket!,March,Thursday,20087
416721,35230365,Album,Moving on up...,March,Thursday,18350
650303,35230365,Video,History in Motion! #PhantomCam,March,Thursday,18043
906348,35230365,Video,Thank You MJ - @kingjames,March,Thursday,17556
906348,35230365,Video,@kingjames reflects!,March,Thursday,16652
375475,35230365,Photo,"32,294!",March,Thursday,16516
984489,35230365,Video,The legend of @kingjames continues! (??: ESPN),March,Thursday,16421
906348,35230365,Video,"With this bucket, @kingjames passes Michael Jordan for 4th on the NBAs ALL-TIME SCORING LIST!",March,Thursday,16277
419528,35230365,Photo,Congrats to @KingJames of the @Lakers for moving up to 4th on the NBAs ALL-TIME SCORING list! #LakeShow,March,Thursday,16165
613026,35230365,Video,@zachlavine8 drives for the @chicagobulls win!,March,Thursday,13709
672020,35230365,Video,@rudygobert27 rolls for the MONSTER SLAM!,March,Thursday,13606
613026,35230365,Video,Its GAMETIME on ESPN between the @lakers and @nuggets!,March,Thursday,13379
665878,35230365,Video,@ry_arch15s hustle sets up the @zachlavine8 SLAM! (??: ESPN),March,Thursday,10899
613026,35230365,Video,@traeyoung gets into the lane for the @atlhawks!,March,Thursday,10548
375475,35230365,Photo,"32,280 points.... 13 from 4th.... all-time.",March,Thursday,5091
729958,35230365,Video,?? @dloading in transition ??,March,Thursday,4603
613026,35230365,Video,Dedication.... ahead of @sixers/@chicagobulls on ESPN!,March,Thursday,4125
613026,35230365,Video,@ishsmith5 gets into the lane for the @detroitpistons!,March,Thursday,3948
613026,35230365,Video,@andredrummondd steps back to beat the buzzer for the @detroitpistons!,March,Thursday,3911
672032,35207961,Video,Nikola Jokic catches a ride in for tonights @nuggets action in LA (10:30pm/et ESPN)!,March,Thursday,3578
383937,35207961,Album,12 teams in action... six winners Tuesday night!,March,Wednesday,23466
383937,35207961,Album,12 teams in action... six winners Tuesday night!,March,Wednesday,22927
629030,35207961,Video,@gordonhayward puts up 30 off the @celtics bench in Oakland!,March,Wednesday,22229
607434,35207961,Video,@fchwpo rises up for the @celtics SLAM! (??: @nbaontnt),March,Wednesday,15842
665890,35207961,Video,The @celtics move the ball! (??: @nbaontnt),March,Wednesday,15182
665890,35207961,Video,?? @karltowns punctuates the @timberwolves win ??,March,Wednesday,13420
742714,35207961,Video,A successful #CurryChallenge!,March,Wednesday,13349
672493,35207961,Video,@jharden13 dances on the perimeter for the @houstonrockets triple!,March,Wednesday,12865
613037,35207961,Video,@karltowns flushes it home for the @timberwolves!,March,Wednesday,11215
677514,35207961,Video,Derrick Rose gets into the lane for the @timberwolves! #NBAKicks,March,Wednesday,6925
559221,35207961,Video,@bensimmons wraps it around to @tobiasharris for the @sixers!,March,Wednesday,6276
570976,35182521,Video,"With the first pick in the 2019 @nba2kleague Draft, @utahjazzgaming selects Ria! #NBA2KLeague",March,Tuesday,82664
686159,35182521,Video,Crossin up with the best #KumhoHandles from Februarys NBA action!,March,Tuesday,69419
575838,35182521,Video,"@cp3 (8.3apg) directs traffic for the @houstonrockets! #NBABreakdown
...
??: ROCKETS/RAPTORS
?: 8:00pm/et
??: @nbaontnt",March,Tuesday,63543
406429,35182521,Album,Swipe through to recap Mondays seven games!,March,Tuesday,22873
374220,35182521,Photo,@rajonrondo notches his first triple-double with the @lakers with 24p/11a/10r. #TripleDoubleAlert,March,Tuesday,21190
683274,35182521,Video,@rajonrondos up to 24 points with the transition bucket! (??: @nbatv),March,Tuesday,20518
613048,35182521,Video,Fave slam... @desmith4 or @swipathefox?,March,Tuesday,17209
618049,35182521,Video,@dwyanewade knew @kevin_huerter idolized him growing up... so he called him back to exchange jerseys! #OneLastDance,March,Tuesday,16055
607445,35182521,Video,@rajonrondo threads the needle to @kuz! (??: @nbatv),March,Tuesday,15156
672045,35182521,Video,@dwyanewade (23p/W) and Vince Carter (21p) go back & forth in Miami!,March,Tuesday,11144
613048,35182521,Video,@rich_holmes22 throws down the windmill for the @suns!,March,Tuesday,10640
613048,35182521,Video,@iamjustise with a lil flair to @bam1of1!,March,Tuesday,7789
323576,35182521,Photo,NBA Japan Games 2019 presented by Rakuten to feature the @houstonrockets & @raptors on October 8 & 10 at Saitama Super Arena in Japan.,March,Tuesday,7444
613048,35182521,Video,@lukadoncic from distance to end the first half on @nbatv!,March,Tuesday,6462
672045,35182521,Video,@fearthefro95 takes it down the lane for the REVERSE!,March,Tuesday,5991
356047,35182521,Photo,Congrats to VINCE CARTER of the @atlhawks for moving up to 20th on the NBA all-time SCORING list!,March,Tuesday,5402
471293,35160936,Video,"Ahead of tonights @laclippers action (10:30pm/et @nbatv), we showcase @louwillville & @trezz24 off the bench!",March,Monday,83933
615196,35160936,Video,"???? not in @_bigjayy_s house! ...
??: MAVS/NETS
?: 7:30pm/et
??: @nbatv",March,Monday,66566
344487,35160936,Photo,Join us in wishing @money23green of the @warriors a HAPPY 29th BIRTHDAY! #NBABDAY,March,Monday,53965
391388,35160936,Album,Swipe through to recap Sundays 8 games!,March,Monday,11965
719585,35160936,Video,"It didnt count, but an incredible shot by @blakegriffin23!",March,Monday,9051
606431,35141177,Video,@nikstauskas11 cuts in for the @cavs flush!,March,Sunday,86063
664791,35141177,Video,@shai switches to the left!,March,Sunday,80424
798054,35141177,Video,?? the game-changing performances from Februarys NBA action! #GameChangers,March,Sunday,64887
400216,35141177,Album,18 teams hit the floor on Saturday night!,March,Sunday,19722
673552,35141177,Video,@spidadmitchell puts up a career-high 46 to lead the @utahjazz to victory at home!,March,Sunday,18255
719598,35141177,Video,@spidadmitchell steps into a new career-high with 44!,March,Sunday,16194
719598,35141177,Video,@giannis_an34 rises up with the left!,March,Sunday,14968
788848,35141177,Video,Will Barton gets fancy in transition with the dish!,March,Sunday,14520
348116,35141177,Photo,@bensimmons notches his 10th triple-double of the season for the @sixers with 22p/15r/10a. #TripleDoubleAlert,March,Sunday,14417
656427,35141177,Video,@josh_j11 soars for the oop from @kellyoubrejr!,March,Sunday,12153
719598,35141177,Video,@_dfavors15 rolls for the MONSTER SLAM!,March,Sunday,11202
470942,35141177,Photo,Congrats to @KingJames of the @Lakers for moving up to 5th on the all-time FIELD GOALS MADE list!,March,Sunday,10806
885318,35141177,Video,@kingjames dishes a pair of slick dimes early for the @lakers in Phoenix!,March,Sunday,10487
719598,35141177,Video,@therea1djones sends it into the stands!,March,Sunday,8750
719598,35141177,Video,@rudygay takes it STRONG down the lane!,March,Sunday,8559
696941,35141177,Video,@jdot43 goes up & under to open up #NBAonABC scoring!,March,Sunday,6717
788848,35141177,Video,Thats what they wanted!,March,Sunday,6369
725467,35141177,Video,@therea1djones goes full #AirplaneMode!,March,Sunday,4793
656427,35141177,Video,Like father like son.. @dwyanewade x @zmane2,March,Sunday,2875
719598,35141177,Video,@turner_myles takes flight for the vicious SLAM!,March,Sunday,2126
664803,35117322,Video,@blakegriffin23 gets flashy!,March,Saturday,86009
587348,35117322,Video,"""Every time I hit the court... it's natural to me."" @bensimmons on his court vision for the @sixers ahead of #NBAonABC tip tonight (8:30pm/et)!",March,Saturday,83132
332285,35117322,Album,The @bucks are the first to clinch a playoff berth as we check in with the latest NBA Standings!,March,Saturday,74716
352233,35117322,Photo,Tonights #NBAonABC Saturday Primetime features @warriors/@sixers! ...who ya got?,March,Saturday,61457
430986,35117322,Album,Swipe through to recap a BUSY Friday night around the Association!,March,Saturday,23206
635225,35117322,Video,@giannis_an34 throws it down with the left! #PhantomCam,March,Saturday,22138
731635,35117322,Video,@giannis_an34 finishes ferociously for the @bucks! (??: ESPN),March,Saturday,19796
738384,35117322,Video,The fan halfcourt shot is GOOD for the second time this week at @staplescenterla!,March,Saturday,19670
984578,35117322,Video,?? @kingjames ??,March,Saturday,17354
779795,35117322,Video,Poetry in Motion... @kingjames cuts for the SLAM! #PhantomCam,March,Saturday,16237
613082,35117322,Video,@zachlavine8 (47/9/9/W) & @traeyoung (49/16/8) duel in epic 4OT finish!,March,Saturday,16230
672081,35117322,Video,Kawhi Leonard gets to his spot for the @raptors winner!,March,Saturday,14234
613082,35117322,Video,@dbook punches it home for the @suns!,March,Saturday,14128
613082,35117322,Video,Its GAMETIME between the @lakers and @bucks on ESPN!,March,Saturday,13642
672081,35117322,Video,@traeyoung goes fullcourt to send it to double-OT!,March,Saturday,12767
